,Price
1122,"RM 1,200,000"
1123,"RM 2,388,000"
1124,"RM 5,500,000"
1125,"RM 2,080,000"
1126,"RM 1,150,000"
1127,"RM 1,590,000"
1128,"RM 848,000"
1129,"RM 3,200,000"
1130,"RM 2,400,000"
1131,"RM 3,200,000"
1132,"RM 8,300,000"
1133,"RM 1,400,000"
1134,"RM 750,000"
1135,"RM 2,280,000"
1136,"RM 2,280,000"
1137,"RM 1,580,000"
1138,"RM 1,800,000"
1139,"RM 3,600,000"
1140,"RM 1,650,000"
1141,"RM 2,500,000"
1142,"RM 2,050,000"
1143,"RM 380,000"
1144,"RM 555,000"
1145,"RM 560,000"
1146,"RM 358,000"
1147,"RM 1,750,000"
1148,"RM 1,270,000"
1149,"RM 1,890,000"
1150,"RM 561,100"
1151,"RM 4,700,000"
1152,"RM 2,535,300"
1153,"RM 1,818,500"
1154,"RM 1,680,000"
1155,"RM 4,900,000"
1156,"RM 1,200,000"
1157,"RM 3,200,000"
1158,"RM 330,000"
1159,"RM 1,300,000"
1160,"RM 1,990,000"
1161,"RM 1,900,000"
1162,"RM 1,300,000"
1163,"RM 830,000"
1164,"RM 1,880,000"
1165,"RM 5,900,000"
1166,"RM 1,450,000"
1167,"RM 1,480,000"
1168,"RM 5,600,000"
1169,"RM 2,500,000"
1170,"RM 790,000"
1171,"RM 1,490,000"
1172,"RM 1,950,000"
1173,"RM 1,550,000"
1174,"RM 2,500,000"
1175,"RM 1,100,000"
1176,"RM 2,500,000"
1177,"RM 2,280,000"
1178,"RM 3,890,000"
1179,"RM 2,800,000"
1180,"RM 1,450,000"
1181,"RM 980,000"
1182,"RM 1,390,000"
1183,"RM 980,000"
1184,"RM 1,600,000"
1185,"RM 1,000,000"
1186,"RM 1,400,000"
1187,"RM 1,450,000"
1188,"RM 730,000"
1189,"RM 530,000"
1190,"RM 690,000"
1191,"RM 560,000"
1192,"RM 7,500"
1193,"RM 790,000"
1194,"RM 885,000"
1195,"RM 1,050,000"
1196,"RM 760,000"
1197,"RM 970,000"
1198,"RM 720,000"
1199,"RM 688,000"
1200,"RM 500,000"
1201,"RM 1,600,000"
1202,"RM 520,000"
1203,"RM 950,000"
1204,"RM 2,700,000"
1205,"RM 3,000,000"
1206,"RM 1,500,000"
1207,"RM 2,600,000"
1208,"RM 1,180,000"
1209,"RM 830,000"
1210,"RM 1,660,000"
1211,"RM 2,720,000"
1212,"RM 950,000"
1213,"RM 800,000"
1214,"RM 3,317,400"
1215,"RM 485,000"
1216,"RM 561,100"
1217,"RM 2,535,300"
1218,"RM 1,890,000"
1219,"RM 1,818,450"
1220,"RM 1,300,000"
1221,"RM 4,600,000"
1222,"RM 2,700,000"
1223,"RM 4,600,000"
1224,"RM 520,000"
1225,"RM 3,500,000"
1226,"RM 2,800,000"
1227,"RM 850,000"
1228,"RM 1,050,000"
1229,"RM 495,000"
1230,"RM 530,000"
1231,"RM 678,000"
1232,"RM 550,000"
1233,"RM 1,050,000"
1234,"RM 1,060,000"
1235,"RM 638,000"
1236,"RM 2,480,000"
1237,"RM 920,000"
1238,"RM 1,161,850"
1239,"RM 1,730,000"
1240,"RM 1,750,000"
1241,"RM 800,000"
1242,"RM 680,000"
1243,"RM 1,300,000"
1244,"RM 1,120,000"
1245,"RM 760,000"
1246,"RM 855,000"
1247,"RM 599,000"
1248,"RM 2,600,000"
1249,"RM 18,200,000"
1250,"RM 688,000"
1251,"RM 680,000"
1252,"RM 680,000"
1253,"RM 1,250,000"
1254,"RM 668,000"
1255,"RM 1,435,000"
1256,"RM 2,100,000"
1257,"RM 880,000"
1258,"RM 950,000"
1259,"RM 580,000"
1260,"RM 568,000"
1261,"RM 1,100,000"
1262,"RM 830,000"
1263,"RM 1,100,000"
1264,"RM 855,000"
1265,"RM 388,000"
1266,"RM 385,600"
1267,"RM 450,000"
1268,"RM 4,300,000"
1269,"RM 280,000"
1270,"RM 468,600"
1271,"RM 530,000"
1272,"RM 6,350,000"
1273,"RM 5,149,700"
1274,"RM 2,080,000"
1275,"RM 2,350,000"
1276,"RM 1,290,000"
1277,"RM 1,650,000"
1278,"RM 1,800,000"
1279,"RM 960,000"
1280,"RM 638,000"
1281,"RM 2,719,000"
1282,"RM 486,000"
1283,"RM 1,200,000"
1284,"RM 5,600,000"
1285,"RM 680,000"
1286,"RM 2,200,000"
1287,"RM 350,000"
1288,"RM 474,000"
1289,"RM 22,000,000"
1290,"RM 12,500,000"
1291,"RM 900,000"
1292,"RM 1,300,000"
1293,"RM 760,000"
1294,"RM 750,000"
1295,"RM 1,050,000"
1296,"RM 630,000"
1297,"RM 1,720,000"
1298,"RM 1,100,000"
1299,"RM 1,260,000"
1300,"RM 800,000"
1301,"RM 890,000"
1302,"RM 1,150,000"
1303,"RM 810,000"
1304,"RM 850,000"
1305,"RM 680,000"
1306,"RM 1,050,000"
1307,"RM 1,000,000"
1308,"RM 690,000"
1309,"RM 990,000"
1310,"RM 1,285,000"
1311,"RM 1,100,000"
1312,"RM 1,050,000"
1313,"RM 3,350,000"
1314,"RM 1,150,000"
1315,"RM 1,250,000"
1316,"RM 630,000"
1317,"RM 1,430,000"
1318,"RM 6,950,000"
1319,"RM 6,480,000"
1320,"RM 6,880,000"
1321,"RM 8,480,000"
1322,"RM 465,000"
1323,"RM 3,180,000"
1324,"RM 3,600,000"
1325,"RM 2,660,000"
1326,"RM 1,600,000"
1327,"RM 1,950,000"
1328,"RM 1,630,000"
1329,"RM 2,700,000"
1330,"RM 1,680,000"
1331,
1332,"RM 995,000"
1333,"RM 338,000"
1334,"RM 780,000"
1335,"RM 2,080,000"
1336,"RM 920,000"
1337,"RM 800,000"
1338,"RM 740,000"
1339,"RM 648,000"
1340,"RM 1,999,999"
1341,"RM 1,380,000"
1342,"RM 628,000"
1343,"RM 280,000"
1344,"RM 560,000"
1345,"RM 1,288,000"
1346,"RM 680,000"
1347,"RM 630,000"
1348,"RM 700,000"
1349,"RM 2,200,000"
1350,"RM 2,500,000"
1351,"RM 1,496,000"
1352,"RM 1,295,000"
1353,"RM 1,780,000"
1354,"RM 1,198,000"
1355,"RM 638,000"
1356,"RM 3,380,000"
1357,"RM 3,000,000"
1358,"RM 3,000,000"
1359,"RM 3,400,000"
1360,"RM 3,700,000"
1361,"RM 3,900,000"
1362,"RM 2,300,000"
1363,"RM 10,500,000"
1364,"RM 3,300,000"
1365,"RM 2,980,000"
1366,"RM 4,000,000"
1367,"RM 2,400,000"
1368,"RM 1,950,000"
1369,"RM 2,700,000"
1370,"RM 2,300,000"
1371,"RM 2,380,000"
1372,"RM 2,650,000"
1373,"RM 2,850,000"
1374,"RM 2,100,000"
1375,"RM 437,400"
1376,"RM 2,700,000"
1377,"RM 2,700,000"
1378,"RM 3,190,000"
1379,"RM 2,320,000"
1380,"RM 3,450,000"
1381,"RM 2,730,000"
1382,"RM 1,080,000"
1383,"RM 1,100,000"
1384,"RM 1,500,000"
1385,"RM 1,560,000"
1386,"RM 930,000"
1387,"RM 1,250,000"
1388,"RM 1,160,000"
1389,"RM 1,480,000"
1390,"RM 585,000"
1391,"RM 1,240,000"
1392,"RM 2,499,999"
1393,"RM 1,999,999"
1394,"RM 1,300,000"
1395,"RM 800,000"
1396,"RM 2,772,100"
1397,"RM 1,250,000"
1398,"RM 1,035,000"
1399,"RM 2,280,000"
1400,"RM 1,380,000"
1401,"RM 1,850,000"
1402,"RM 520,000"
1403,"RM 950,000"
1404,"RM 7,318,000"
1405,"RM 198,000"
1406,"RM 270,000"
1407,"RM 365,000"
1408,"RM 1,900,000"
1409,"RM 1,030,000"
1410,"RM 3,600,000"
1411,"RM 1,550,000"
1412,"RM 1,480,000"
1413,"RM 10,000,000"
1414,"RM 1,700,000"
1415,"RM 2,200,000"
1416,"RM 2,150,000"
1417,"RM 2,500,000"
1418,"RM 5,000,000"
1419,"RM 18,500,000"
1420,"RM 7,500,000"
1421,"RM 520,000"
1422,"RM 2,750,000"
1423,"RM 495,000"
1424,"RM 600,000"
1425,"RM 470,000"
1426,"RM 380,000"
1427,"RM 350,000"
1428,"RM 1,000,000"
1429,"RM 2,800,000"
1430,"RM 3,200,000"
1431,"RM 480,000"
1432,"RM 1,200,000"
1433,"RM 1,250,000"
1434,"RM 2,000,000"
1435,"RM 5,200,000"
1436,"RM 1,200,000"
1437,"RM 2,800,000"
1438,"RM 600,000"
1439,"RM 3,100,000"
1440,"RM 650,000"
1441,"RM 770,000"
1442,"RM 1,100,000"
1443,"RM 680,000"
1444,"RM 2,290,000"
1445,"RM 950,000"
1446,"RM 700,000"
1447,"RM 650,000"
1448,"RM 535,400"
1449,"RM 808,000"
1450,"RM 1,350,000"
1451,"RM 730,000"
1452,"RM 1,080,000"
1453,"RM 1,200,000"
1454,"RM 376,000"
1455,"RM 520,000"
1456,"RM 498,000"
1457,"RM 898,000"
1458,"RM 2,280,000"
1459,"RM 680,000"
1460,"RM 700,000"
1461,"RM 2,850,000"
1462,"RM 368,000"
1463,"RM 460,000"
1464,"RM 410,000"
1465,"RM 890,000"
1466,"RM 480,000"
1467,"RM 625,000"
1468,"RM 319,999"
1469,"RM 1,250,000"
1470,"RM 570,000"
1471,"RM 510,000"
1472,"RM 1,220,000"
1473,"RM 800,000"
1474,"RM 1,040,000"
1475,"RM 790,000"
1476,"RM 1,200,000"
1477,"RM 760,000"
1478,"RM 425,000"
1479,"RM 370,000"
1480,"RM 1,650,000"
1481,"RM 1,690,000"
1482,"RM 2,100,000"
1483,"RM 1,250,000"
1484,"RM 590,000"
1485,"RM 430,000"
1486,"RM 428,000"
1487,"RM 14,800,000"
1488,"RM 9,600,000"
1489,"RM 7,500,000"
1490,"RM 14,800,000"
1491,"RM 800,000"
1492,"RM 2,800,000"
1493,"RM 390,000"
1494,"RM 2,800,000"
1495,"RM 620,000"
1496,"RM 680,000"
1497,"RM 1,150,000"
1498,"RM 4,200,000"
1499,"RM 1,850,000"
1500,"RM 1,178,850"
1501,"RM 1,080,000"
1502,"RM 880,000"
1503,"RM 1,500,000"
1504,"RM 2,150,000"
1505,"RM 895,000"
1506,"RM 970,000"
1507,"RM 780,000"
1508,"RM 770,000"
1509,"RM 1,000,000"
1510,"RM 830,000"
1511,"RM 820,000"
1512,"RM 1,050,000"
1513,"RM 565,000"
1514,"RM 1,370,650"
1515,"RM 1,360,000"
1516,"RM 1,840,000"
1517,"RM 1,960,000"
1518,"RM 730,000"
1519,"RM 1,180,000"
1520,"RM 990,000"
1521,"RM 1,690,000"
1522,"RM 1,110,000"
1523,"RM 5,460,000"
1524,"RM 525,000"
1525,"RM 1,303,000"
1526,"RM 1,890,000"
1527,"RM 2,400,000"
1528,"RM 660,000"
1529,"RM 1,410,000"
1530,"RM 1,650,000"
1531,"RM 1,200,000"
1532,"RM 1,450,000"
1533,"RM 738,000"
1534,"RM 1,790,000"
1535,"RM 1,880,000"
1536,"RM 615,000"
1537,"RM 518,000"
1538,"RM 620,000"
1539,"RM 580,000"
1540,"RM 633,000"
1541,"RM 6,800,000"
1542,"RM 4,700,000"
1543,"RM 4,700,000"
1544,"RM 8,200,000"
1545,"RM 7,000,000"
1546,"RM 8,280,000"
1547,"RM 7,048,350"
1548,"RM 8,406,500"
1549,"RM 7,043,750"
1550,"RM 10,734,750"
1551,"RM 15,554,250"
1552,"RM 3,600,000"
1553,"RM 800,000"
1554,"RM 2,700,000"
1555,"RM 2,600,000"
1556,"RM 2,500,000"
1557,"RM 1,100,000"
1558,"RM 1,100,000"
1559,"RM 2,750,000"
1560,"RM 1,990,000"
1561,"RM 1,380,000"
1562,"RM 938,000"
1563,"RM 1,100,000"
1564,"RM 820,000"
1565,"RM 430,000"
1566,"RM 650,000"
1567,"RM 1,600,000"
1568,"RM 998,000"
1569,"RM 480,000"
1570,"RM 480,000"
1571,"RM 628,000"
1572,"RM 3,000,000"
1573,"RM 2,413,375"
1574,"RM 2,357,250"
1575,"RM 2,715,300"
1576,"RM 1,000,000"
1577,"RM 1,435,000"
1578,"RM 1,155,600"
1579,"RM 2,700,000"
1580,"RM 2,200,000"
1581,"RM 780,000"
1582,"RM 420,000"
1583,"RM 1,035,000"
1584,"RM 1,046,100"
1585,"RM 2,000,000"
1586,"RM 1,210,000"
1587,"RM 298,000"
1588,"RM 2,100,000"
1589,"RM 1,300,000"
1590,"RM 530,000"
1591,"RM 820,000"
1592,"RM 1,850,000"
1593,"RM 680,000"
1594,"RM 1,600,000"
1595,"RM 1,300,000"
1596,"RM 700,000"
1597,"RM 600,000"
1598,"RM 1,500,000"
1599,"RM 1,550,000"
1600,"RM 1,350,000"
1601,"RM 890,000"
1602,"RM 365,000"
1603,"RM 630,000"
1604,"RM 1,320,000"
1605,"RM 1,080,000"
1606,"RM 1,450,000"
1607,"RM 490,000"
1608,"RM 2,200,000"
1609,"RM 849,000"
1610,"RM 320,000"
1611,"RM 788,000"
1612,"RM 1,350,000"
1613,"RM 1,198,000"
1614,"RM 385,000"
1615,"RM 2,850,000"
1616,"RM 1,990,000"
1617,"RM 1,180,000"
1618,"RM 2,500,000"
1619,"RM 3,000,000"
1620,"RM 2,100,000"
1621,"RM 2,800,000"
1622,"RM 800,000"
1623,"RM 1,880,000"
1624,"RM 2,800,000"
1625,"RM 2,450,000"
1626,"RM 2,850,000"
1627,"RM 298,888"
1628,"RM 1,530,000"
1629,"RM 1,750,000"
1630,"RM 1,350,000"
1631,"RM 860,000"
1632,"RM 1,200,000"
1633,"RM 425,000"
1634,"RM 450,000"
1635,"RM 790,000"
1636,"RM 2,150,000"
1637,"RM 380,000"
1638,"RM 700,000"
1639,"RM 2,000,000"
1640,"RM 2,300,000"
1641,"RM 2,999,000"
1642,"RM 950,000"
1643,"RM 520,000"
1644,"RM 560,000"
1645,"RM 710,000"
1646,"RM 375,000"
1647,"RM 860,000"
1648,"RM 380,000"
1649,"RM 1,130,000"
1650,"RM 850,000"
1651,"RM 880,000"
1652,"RM 999,999"
1653,"RM 240,000"
1654,"RM 248,000"
1655,"RM 330,000"
1656,"RM 298,000"
1657,"RM 390,000"
1658,"RM 788,000"
1659,"RM 498,000"
1660,"RM 590,000"
1661,"RM 590,000"
1662,"RM 2,550,000"
1663,"RM 1,280,000"
1664,"RM 1,500,000"
1665,"RM 4,030,000"
1666,"RM 1,000,000"
1667,"RM 549,000"
1668,"RM 883,000"
1669,"RM 659,000"
1670,"RM 8,070,240"
1671,"RM 7,500,000"
1672,"RM 17,000,000"
1673,"RM 14,800,000"
1674,"RM 17,000,000"
1675,"RM 415,000"
1676,"RM 990,000"
1677,"RM 330,000"
1678,"RM 1,880,000"
1679,"RM 525,000"
1680,"RM 2,000,000"
1681,"RM 2,500,000"
1682,"RM 2,268,000"
1683,"RM 1,650,000"
1684,"RM 2,300,000"
1685,"RM 6,441,600"
1686,"RM 1,200,000"
1687,"RM 1,475,000"
1688,"RM 1,850,000"
1689,"RM 2,000,000"
1690,"RM 1,731,000"
1691,"RM 2,715,000"
1692,"RM 2,800,000"
1693,"RM 825,000"
1694,"RM 500,000"
1695,"RM 580,000"
1696,"RM 230,000"
1697,"RM 2,250,000"
1698,"RM 1,250,000"
1699,"RM 1,880,000"
1700,"RM 265,000"
1701,"RM 130,000"
1702,"RM 425,000"
1703,"RM 528,000"
1704,"RM 585,000"
1705,"RM 368,000"
1706,"RM 1,180,000"
1707,"RM 3,200,000"
1708,"RM 1,800,000"
1709,"RM 370,000"
1710,"RM 525,000"
1711,"RM 3,300,000"
1712,"RM 6,700,000"
1713,"RM 3,000,000"
1714,"RM 3,600,000"
1715,"RM 2,750,000"
1716,"RM 1,160,000"
1717,"RM 2,950,000"
1718,"RM 2,980,000"
1719,"RM 4,500,000"
1720,"RM 3,100,000"
1721,"RM 1,130,000"
1722,"RM 820,000"
1723,"RM 830,000"
1724,"RM 2,500,000"
1725,"RM 1,950,000"
1726,"RM 1,300,000"
1727,"RM 7,300,000"
1728,"RM 2,500,000"
1729,"RM 3,600,000"
1730,"RM 4,450,000"
1731,"RM 537,000"
1732,"RM 700,000"
1733,"RM 850,000"
1734,"RM 597,000"
1735,"RM 750,000"
1736,"RM 2,650,000"
1737,"RM 1,450,000"
1738,"RM 1,490,000"
1739,"RM 1,550,000"
1740,"RM 5,500,000"
1741,"RM 1,250,000"
1742,"RM 350,000"
1743,"RM 530,000"
1744,"RM 780,000"
1745,"RM 880,000"
1746,"RM 3,500,000"
1747,"RM 3,300,000"
1748,"RM 2,890,000"
1749,"RM 860,000"
1750,"RM 2,500,000"
1751,"RM 710,000"
1752,"RM 950,000"
1753,"RM 1,320,000"
1754,"RM 1,150,000"
1755,"RM 500,000"
1756,"RM 2,650,000"
1757,"RM 2,500,000"
1758,"RM 1,000,000"
1759,"RM 760,000"
1760,"RM 600,000"
1761,"RM 780,000"
1762,"RM 1,570,800"
1763,"RM 1,950,000"
1764,"RM 2,450,000"
1765,"RM 585,000"
1766,"RM 650,000"
1767,"RM 1,800,000"
1768,"RM 6,800,000"
1769,"RM 1,589,000"
1770,"RM 4,950,000"
1771,"RM 5,800,000"
1772,"RM 5,750,000"
1773,"RM 1,770,000"
1774,"RM 1,570,000"
1775,"RM 780,000"
1776,"RM 2,490,000"
1777,"RM 1,250,000"
1778,"RM 1,700,000"
1779,"RM 700,000"
1780,"RM 1,000,000"
1781,"RM 1,200,000"
1782,"RM 910,000"
1783,"RM 4,300,000"
1784,"RM 1,150,000"
1785,"RM 1,550,000"
1786,"RM 1,250,000"
1787,"RM 1,300,000"
1788,"RM 930,000"
1789,"RM 2,300,000"
1790,"RM 2,000,000"
1791,"RM 920,000"
1792,
1793,"RM 450,000"
1794,"RM 620,000"
1795,"RM 818,000"
1796,"RM 2,300,000"
1797,"RM 650,000"
1798,"RM 628,000"
1799,"RM 550,000"
1800,"RM 668,000"
1801,"RM 900,000"
1802,"RM 1,998,000"
1803,"RM 1,438,000"
1804,"RM 928,000"
1805,"RM 840,000"
1806,"RM 1,300,000"
1807,"RM 1,700,000"
1808,"RM 530,000"
1809,"RM 330,000"
1810,"RM 900,000"
1811,"RM 800,000"
1812,"RM 530,000"
1813,"RM 318,000"
1814,"RM 725,000"
1815,"RM 289,000"
1816,"RM 850,000"
1817,"RM 575,000"
1818,"RM 318,000"
1819,"RM 720,000"
1820,"RM 400,000"
1821,"RM 1,600,000"
1822,"RM 800,000"
1823,"RM 795,000"
1824,"RM 330,000"
1825,"RM 790,000"
1826,"RM 1,710,000"
1827,"RM 1,120,000"
1828,"RM 1,520,000"
1829,"RM 1,550,000"
1830,"RM 1,225,000"
1831,"RM 490,000"
1832,"RM 5,878,950"
1833,"RM 11,800,000"
1834,"RM 6,300,000"
1835,"RM 918,000"
1836,"RM 370,000"
1837,"RM 275,000"
1838,"RM 400,000"
1839,"RM 408,000"
1840,"RM 430,000"
1841,"RM 2,980,000"
1842,"RM 399,000"
1843,"RM 390,000"
1844,"RM 6,200,000"
1845,"RM 12,000,000"
1846,"RM 8,300,000"
1847,"RM 4,500,000"
1848,"RM 1,100,000"
1849,"RM 11,000,000"
1850,"RM 1,668,000"
1851,"RM 1,420,000"
1852,"RM 6,500,000"
1853,"RM 1,850,000"
1854,"RM 1,280,000"
1855,"RM 4,600,000"
1856,"RM 1,600,000"
1857,"RM 850,000"
1858,"RM 820,000"
1859,"RM 720,000"
1860,"RM 1,450,000"
1861,"RM 3,100,000"
1862,"RM 400,000"
1863,"RM 300,000"
1864,"RM 1,110,000"
1865,"RM 1,270,000"
1866,"RM 1,188,000"
1867,"RM 1,238,000"
1868,"RM 5,000,000"
1869,"RM 268,000"
1870,"RM 1,550,000"
1871,"RM 3,000"
1872,"RM 5,199,999"
1873,"RM 5,499,999"
1874,"RM 4,599,999"
1875,"RM 770,000"
1876,"RM 755,000"
1877,"RM 810,000"
1878,"RM 3,880,000"
1879,"RM 2,100,000"
1880,"RM 1,550,000"
1881,"RM 1,630,000"
1882,"RM 1,550,000"
1883,"RM 1,050,000"
1884,"RM 618,000"
1885,"RM 999,999"
1886,"RM 920,000"
1887,"RM 1,300,000"
1888,"RM 1,080,000"
1889,"RM 1,450,000"
1890,"RM 700,000"
1891,"RM 450,000"
1892,"RM 1,220,000"
1893,"RM 820,000"
1894,"RM 950,000"
1895,"RM 1,318,350"
1896,"RM 900,000"
1897,"RM 628,000"
1898,"RM 1,450,000"
1899,"RM 1,150,000"
1900,"RM 1,000,000"
1901,"RM 914,160"
1902,"RM 720,000"
1903,"RM 710,000"
1904,"RM 1,779,286"
1905,"RM 480,000"
1906,"RM 520,000"
1907,"RM 5,550,000"
1908,"RM 1,180,000"
1909,"RM 1,050,000"
1910,"RM 1,180,000"
1911,"RM 1,690,000"
1912,"RM 975,000"
1913,"RM 880,000"
1914,"RM 1,829,880"
1915,"RM 639,999"
1916,"RM 500,000"
1917,"RM 530,000"
1918,"RM 1,200,000"
1919,"RM 315,000"
1920,"RM 580,000"
1921,"RM 660,000"
1922,"RM 760,000"
1923,"RM 288,000"
1924,"RM 350,000"
1925,"RM 850,000"
1926,"RM 348,000"
1927,"RM 1,950,000"
1928,"RM 1,850,000"
1929,"RM 450,000"
1930,"RM 580,000"
1931,"RM 1,950,000"
1932,"RM 1,380,000"
1933,"RM 1,250,000"
1934,"RM 1,580,000"
1935,
1936,"RM 4,180,000"
1937,"RM 910,000"
1938,"RM 1,550,000"
1939,"RM 1,550,000"
1940,"RM 1,080,000"
1941,"RM 488,888"
1942,"RM 2,340,000"
1943,"RM 1,830,000"
1944,"RM 350,000"
1945,"RM 768,888"
1946,"RM 480,000"
1947,"RM 450,000"
1948,"RM 460,000"
1949,"RM 348,000"
1950,"RM 350,000"
1951,"RM 1,480,000"
1952,"RM 1,880,000"
1953,"RM 365,000"
1954,"RM 11,800,000"
1955,"RM 800,000"
1956,"RM 431,000"
1957,"RM 13,800,000"
1958,"RM 480,000"
1959,"RM 450,000"
1960,"RM 730,000"
1961,"RM 391,000"
1962,"RM 798,000"
1963,"RM 2,290,000"
1964,"RM 2,900,000"
1965,"RM 3,100,000"
1966,"RM 3,300,000"
1967,"RM 2,100,000"
1968,"RM 2,900,000"
1969,"RM 2,800,000"
1970,"RM 1,350,000"
1971,"RM 3,680,000"
1972,"RM 480,000"
1973,"RM 1,700,000"
1974,"RM 400,000"
1975,"RM 1,550,000"
1976,"RM 3,900,000"
1977,"RM 920,000"
1978,"RM 1,052,000"
1979,"RM 800,000"
1980,"RM 830,000"
1981,"RM 640,000"
1982,"RM 4,500,000"
1983,"RM 7,980,000"
1984,"RM 3,600,000"
1985,"RM 720,000"
1986,"RM 2,600,000"
1987,"RM 7,480,000"
1988,"RM 6,918,800"
1989,"RM 3,100,000"
1990,"RM 3,150,000"
1991,"RM 5,400,000"
1992,"RM 5,800,000"
1993,"RM 6,300,000"
1994,"RM 3,080,000"
1995,"RM 4,500,000"
1996,"RM 1,350,000"
1997,"RM 6,350,000"
1998,"RM 5,650,000"
1999,"RM 765,000"
2000,"RM 920,000"
2001,"RM 5,300,000"
2002,"RM 5,300,000"
2003,"RM 1,250,000"
2004,"RM 2,600,000"
2005,"RM 3,600,000"
2006,"RM 5,800,000"
2007,"RM 1,480,000"
2008,"RM 1,650,000"
2009,"RM 720,000"
2010,"RM 1,980,000"
2011,"RM 1,180,000"
2012,"RM 560,000"
2013,"RM 3,000,000"
2014,"RM 1,100,000"
2015,"RM 1,000,000"
2016,"RM 800,000"
2017,"RM 1,250,000"
2018,"RM 1,000,000"
2019,"RM 760,000"
2020,"RM 890,000"
2021,"RM 1,050,000"
2022,"RM 800,000"
2023,"RM 820,000"
2024,"RM 770,000"
2025,"RM 820,000"
2026,"RM 810,000"
2027,"RM 1,100,000"
2028,"RM 1,060,000"
2029,"RM 670,000"
2030,"RM 996,300"
2031,"RM 540,000"
2032,"RM 299,000"
2033,"RM 4,000,000"
2034,"RM 5,200,000"
2035,"RM 5,950,000"
2036,"RM 570,000"
2037,"RM 1,100,000"
2038,"RM 1,473,950"
2039,"RM 1,900,000"
2040,"RM 1,180,000"
2041,"RM 1,448,000"
2042,"RM 1,080,000"
2043,"RM 795,000"
2044,"RM 1,350,000"
2045,"RM 1,550,000"
2046,"RM 1,600,000"
2047,"RM 1,630,000"
2048,"RM 750,000"
2049,"RM 577,000"
2050,"RM 1,480,000"
2051,"RM 1,480,000"
2052,"RM 1,150,000"
2053,"RM 930,000"
2054,"RM 1,150,000"
2055,"RM 1,180,000"
2056,"RM 330,000"
2057,"RM 530,000"
2058,"RM 690,000"
2059,"RM 655,000"
2060,"RM 1,100,000"
2061,"RM 730,000"
2062,"RM 3,150,000"
2063,"RM 345,000"
2064,"RM 860,000"
2065,"RM 950,000"
2066,"RM 2,950,000"
2067,"RM 3,650,000"
2068,"RM 2,900,000"
2069,"RM 2,800,000"
2070,"RM 3,600,000"
2071,"RM 3,000,000"
2072,"RM 480,000"
2073,"RM 445,000"
2074,"RM 465,000"
2075,"RM 808,000"
2076,"RM 1,080,000"
2077,"RM 799,000"
2078,"RM 828,000"
2079,"RM 750,000"
2080,"RM 1,650,000"
2081,"RM 5,878,950"
2082,"RM 800,000"
2083,"RM 980,000"
2084,"RM 1,350,000"
2085,"RM 370,000"
2086,"RM 410,000"
2087,"RM 410,000"
2088,"RM 3,600,000"
2089,"RM 3,500,000"
2090,"RM 1,180,000"
2091,"RM 400,000"
2092,"RM 430,000"
2093,"RM 500,000"
2094,"RM 400,000"
2095,"RM 500,000"
2096,"RM 555,000"
2097,"RM 416,000"
2098,"RM 410,000"
2099,"RM 1,150,000"
2100,"RM 570,000"
2101,"RM 690,000"
2102,"RM 600,000"
2103,"RM 530,000"
2104,"RM 1,890,000"
2105,"RM 840,000"
2106,"RM 1,500,000"
2107,"RM 750,000"
2108,"RM 870,000"
2109,"RM 8,000,000"
2110,"RM 2,800,000"
2111,"RM 2,790,000"
2112,"RM 1,380,000"
2113,"RM 1,390,000"
2114,"RM 2,850,000"
2115,"RM 2,100,000"
2116,"RM 1,600,000"
2117,"RM 1,250,000"
2118,"RM 1,350,000"
2119,"RM 995,000"
2120,"RM 400,000"
2121,"RM 1,180,000"
2122,"RM 1,200,000"
2123,"RM 785,000"
2124,"RM 3,300,000"
2125,"RM 1,180,000"
2126,"RM 800,000"
2127,"RM 2,284,000"
2128,"RM 6,385,950"
2129,"RM 450,000"
2130,"RM 1,150,000"
2131,"RM 1,100,000"
2132,"RM 660,000"
2133,"RM 410,000"
2134,"RM 498,000"
2135,"RM 1,600,000"
2136,"RM 2,600,000"
2137,"RM 397,000"
2138,"RM 665,000"
2139,"RM 490,000"
2140,"RM 630,000"
2141,"RM 1,358,120"
2142,"RM 2,700,000"
2143,"RM 3,100,000"
2144,"RM 1,400,000"
2145,"RM 1,800,000"
2146,"RM 4,000,000"
2147,"RM 2,357,250"
2148,"RM 3,600,000"
2149,"RM 2,570,400"
2150,"RM 3,051,300"
2151,"RM 2,842,350"
2152,"RM 2,715,300"
2153,"RM 10,051,000"
2154,"RM 6,350,000"
2155,"RM 2,350,000"
2156,"RM 2,500,000"
2157,"RM 1,500,000"
2158,"RM 1,900,000"
2159,"RM 5,854,000"
2160,"RM 1,800,000"
2161,"RM 1,800,000"
2162,"RM 1,700,000"
2163,"RM 3,000,000"
2164,"RM 1,390,000"
2165,"RM 1,570,000"
2166,"RM 2,500,000"
2167,"RM 2,300,000"
2168,"RM 2,500,000"
2169,"RM 2,000,000"
2170,"RM 800,000"
2171,"RM 990,000"
2172,"RM 1,250,000"
2173,"RM 3,900,000"
2174,"RM 4,100,000"
2175,"RM 425,000"
2176,"RM 2,290,000"
2177,"RM 1,280,000"
2178,"RM 665,000"
2179,"RM 565,000"
2180,"RM 2,650,000"
2181,"RM 3,300,000"
2182,"RM 2,500,000"
2183,"RM 2,080,000"
2184,"RM 2,950,000"
